Site,spec_code,site_code,trap_type,spec_no,spec_notes,class,order,fam,genus,specie,fun_group,month,start_date,end_date,lat,long,elevation_m,county
Applewood Community Garden,APP-V-46,APP,vane,46,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-47,APP,vane,47,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-48,APP,vane,48,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-49,APP,vane,49,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-50,APP,vane,50,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-51,APP,vane,51,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-52,APP,vane,52,minute pirate bug,Insecta,Hemiptera,Anthocoridae,Orius,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-53,APP,vane,53,dark thrip,Insecta,Thysanoptera,Aeolothripidae,,,Predator,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-54,APP,vane,54,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-55,APP,vane,55,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-56,APP,vane,56,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-57,APP,vane,57,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-58,APP,vane,58,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-59,APP,vane,59,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-60,APP,vane,60,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-61,APP,vane,61,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-62,APP,vane,62,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-63,APP,vane,63,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-64,APP,vane,64,springtails,Entognatha,Collembola,,,,Detritivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-65,APP,vane,65,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-66,APP,vane,66,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-67,APP,vane,67,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-68,APP,vane,68,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-69,APP,vane,69,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-70,APP,vane,70,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-71,APP,vane,71,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-72,APP,vane,72,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-73,APP,vane,73,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-74,APP,vane,74,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-75,APP,vane,75,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-76,APP,vane,76,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-77,APP,vane,77,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-78,APP,vane,78,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-79,APP,vane,79,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-80,APP,vane,80,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-81,APP,vane,81,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-82,APP,vane,82,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-83,APP,vane,83,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-84,APP,vane,84,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-85,APP,vane,85,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-86,APP,vane,86,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-87,APP,vane,87,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-88,APP,vane,88,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-89,APP,vane,89,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-90,APP,vane,90,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-91,APP,vane,91,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-92,APP,vane,92,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-93,APP,vane,93,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-94,APP,vane,94,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-95,APP,vane,95,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-96,APP,vane,96,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-97,APP,vane,97,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-98,APP,vane,98,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-99,APP,vane,99,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-100,APP,vane,100,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-101,APP,vane,101,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-102,APP,vane,102,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-103,APP,vane,103,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-104,APP,vane,104,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-105,APP,vane,105,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-106,APP,vane,106,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-107,APP,vane,107,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-108,APP,vane,108,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-109,APP,vane,109,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-110,APP,vane,110,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-111,APP,vane,111,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-112,APP,vane,112,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-113,APP,vane,113,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-114,APP,vane,114,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-115,APP,vane,115,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-116,APP,vane,116,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-117,APP,vane,117,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-118,APP,vane,118,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-119,APP,vane,119,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-120,APP,vane,120,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-121,APP,vane,121,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-122,APP,vane,122,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-123,APP,vane,123,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-124,APP,vane,124,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-125,APP,vane,125,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-126,APP,vane,126,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-127,APP,vane,127,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-128,APP,vane,128,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-129,APP,vane,129,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-130,APP,vane,130,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-131,APP,vane,131,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-132,APP,vane,132,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-133,APP,vane,133,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-134,APP,vane,134,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-135,APP,vane,135,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-136,APP,vane,136,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-137,APP,vane,137,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-138,APP,vane,138,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-139,APP,vane,139,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-140,APP,vane,140,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-141,APP,vane,141,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-142,APP,vane,142,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
Applewood Community Garden,APP-V-143,APP,vane,143,thrips,Insecta,Thysanoptera,Thripidae,,,Herbivore,July,15-07-2025,18-07-2025,39.76071279,-105.1446095,1687.57,Jefferson
