"site_code","month","n.det","n.herb","n.omn","n.pol","n.pred","n.NA","Site","Area_m2","Plots","Lat","Long","estYear","WealthIndex","PovertyIndex","DiversityIndex","MedNetWorth","MedHomeVal","VacantHU","RenterHU","tcc_200m","imp_200m","tcc_500m","tcc_1000m","imp_500m","CWD_m2","wood_m2","FWD_m2","logs","bareground_m2","floral_area_m2","dev_high_500m","dev_low_500m","wetland_500m","water_500m","dev_high_1000m","dev_low_1000m","water_1000m","wetland_1000m","shrub_grass_1000m","gbif.rich","gbif.shannon","gbif.simpson","inat.rich","inat.shannon","inat.simpson","floral.obs","delta_mass","delta_seeds","delta_length","delta_width","delta_volume","delta_cylindrical","delta_seed_mass_ratio","delta_no","n.obs","bee.rich","bee.shannon","bee.simpson"
"EDI","July",8,74,10,78,28,3,"Edison School Community Garden",523,21,39.76548756,-105.0395583,2009,132,23,48.2,400872,852482,51,467,14.6,44.45,16.2528735632184,15.0135057471264,48.3459770114943,1.875,114.04,0,0,0,171.295,0.390804597701149,0.609195402298851,0,0,0.427011494252874,0.572988505747126,0,0,0,118.727699530516,111.821469239593,75.3030303030302,51,32.6928472155839,20.5471698113207,132,25.1169523809524,-9.66666666666666,3.17785714285715,1.35404761904761,25.7142857142857,0.214285714285714,-0.0915382894875641,1,201,10,3.56330213016334,2.37210186240973
"EDI","June",2,12,17,17,8,6,"Edison School Community Garden",523,21,39.76548756,-105.0395583,2009,132,23,48.2,400872,852482,51,467,14.6,44.45,16.2528735632184,15.0135057471264,48.3459770114943,1.875,114.04,0,0,0,171.295,0.390804597701149,0.609195402298851,0,0,0.427011494252874,0.572988505747126,0,0,0,118.727699530516,111.821469239593,75.3030303030302,51,32.6928472155839,20.5471698113207,132,25.1169523809524,-9.66666666666666,3.17785714285715,1.35404761904761,25.7142857142857,0.214285714285714,-0.0915382894875641,1,62,7,5.41243623950241,4.41379310344828
"EIB","August",16,16,21,24,19,2,"Eiber School Community Garden",579,24,39.7370155,-105.1062374,2013,109,49,67.1,331736,919811,35,149,13.5179856115108,43.5323741007194,14.1660899653979,14.0494679321254,49.2572087658593,1.1375,119.26,4.38,0,0,149.111,0.391003460207612,0.608996539792388,0,0,0.370146678170837,0.629853321829163,0,0,0,81.1794871794872,67.3736760134394,47.6666666666665,58,42.4779010665301,30.9364599092284,143,-132.2255,-55.5,-44.64,-5.7225,-151.25,-0.5,-0.0477443612282922,2,98,4,2.40816066179499,1.92063492063492
"EIB","July",1,137,3,12,42,22,"Eiber School Community Garden",579,24,39.7370155,-105.1062374,2013,109,49,67.1,331736,919811,35,149,13.5179856115108,43.5323741007194,14.1660899653979,14.0494679321254,49.2572087658593,1.1375,119.26,4.38,0,0,149.111,0.391003460207612,0.608996539792388,0,0,0.370146678170837,0.629853321829163,0,0,0,81.1794871794872,67.3736760134394,47.6666666666665,58,42.4779010665301,30.9364599092284,143,-132.2255,-55.5,-44.64,-5.7225,-151.25,-0.5,-0.0477443612282922,2,217,7,5.74399784888247,4.8
"EIB","June",9,5,16,6,11,10,"Eiber School Community Garden",579,24,39.7370155,-105.1062374,2013,109,49,67.1,331736,919811,35,149,13.5179856115108,43.5323741007194,14.1660899653979,14.0494679321254,49.2572087658593,1.1375,119.26,4.38,0,0,149.111,0.391003460207612,0.608996539792388,0,0,0.370146678170837,0.629853321829163,0,0,0,81.1794871794872,67.3736760134394,47.6666666666665,58,42.4779010665301,30.9364599092284,143,-132.2255,-55.5,-44.64,-5.7225,-151.25,-0.5,-0.0477443612282922,2,57,4,3.789291416276,3.57142857142857
"GABL","August",5,6,0,15,2,5,"Gables School and Community Garden",734,32,39.67926421,-105.0937713,2017,171,31,55.4,761650,656250,7,56,12.7697841726619,43.410071942446,14.9114942528736,14.85,45.6172413793103,0,119.02,0.34,1,0,154.531,0.349425287356322,0.648275862068965,0,0.00229885057471264,0.389942528735632,0.60948275862069,0.000574712643678161,0,0,130.684210526316,115.007210693561,57,60,47.376880387308,36.7093425605536,103,-16.8236428571429,-10.9285714285714,-4.4675,-2.59821428571428,-11.7857142857143,-0.75,-0.0225995536083721,3,33,5,3.65596894679598,3.0625
"GABL","July",1,53,13,52,10,14,"Gables School and Community Garden",734,32,39.67926421,-105.0937713,2017,171,31,55.4,761650,656250,7,56,12.7697841726619,43.410071942446,14.9114942528736,14.85,45.6172413793103,0,119.02,0.34,1,0,154.531,0.349425287356322,0.648275862068965,0,0.00229885057471264,0.389942528735632,0.60948275862069,0.000574712643678161,0,0,130.684210526316,115.007210693561,57,60,47.376880387308,36.7093425605536,103,-16.8236428571429,-10.9285714285714,-4.4675,-2.59821428571428,-11.7857142857143,-0.75,-0.0225995536083721,3,143,9,5.61590610994683,4.25157232704403
"GABL","June",0,23,4,10,5,10,"Gables School and Community Garden",734,32,39.67926421,-105.0937713,2017,171,31,55.4,761650,656250,7,56,12.7697841726619,43.410071942446,14.9114942528736,14.85,45.6172413793103,0,119.02,0.34,1,0,154.531,0.349425287356322,0.648275862068965,0,0.00229885057471264,0.389942528735632,0.60948275862069,0.000574712643678161,0,0,130.684210526316,115.007210693561,57,60,47.376880387308,36.7093425605536,103,-16.8236428571429,-10.9285714285714,-4.4675,-2.59821428571428,-11.7857142857143,-0.75,-0.0225995536083721,3,52,7,5.8577259919198,4.84
"GABR","August",13,7,4,12,6,9,"Gabriel Cam Memorial Community Garden",738,30,39.72381522,-104.8309439,2017,64,106,88.7,58150,531690,86,674,9.16058394160584,45.6131386861314,9.729792147806,7.77330264672037,51.5588914549654,2.565,22.8,0,3,0,81.218,0.486143187066975,0.513856812933025,0,0,0.495684695051784,0.503164556962025,0,0.000863060989643268,0.000287686996547756,61.4166666666667,33.9116381845013,17.2297297297297,25,15.5605341902918,9.27062706270627,53,-10.1125,21.25,-0.204999999999998,-4.7725,-17.5,0,0.146363548893066,0,51,6,3.85662479751264,2.66666666666667
"GABR","July",3,65,11,21,48,36,"Gabriel Cam Memorial Community Garden",738,30,39.72381522,-104.8309439,2017,64,106,88.7,58150,531690,86,674,9.16058394160584,45.6131386861314,9.729792147806,7.77330264672037,51.5588914549654,2.565,22.8,0,3,0,81.218,0.486143187066975,0.513856812933025,0,0,0.495684695051784,0.503164556962025,0,0.000863060989643268,0.000287686996547756,61.4166666666667,33.9116381845013,17.2297297297297,25,15.5605341902918,9.27062706270627,53,-10.1125,21.25,-0.204999999999998,-4.7725,-17.5,0,0.146363548893066,0,184,8,6.42642895037971,5.44444444444444
"GABR","June",24,16,5,3,6,13,"Gabriel Cam Memorial Community Garden",738,30,39.72381522,-104.8309439,2017,64,106,88.7,58150,531690,86,674,9.16058394160584,45.6131386861314,9.729792147806,7.77330264672037,51.5588914549654,2.565,22.8,0,3,0,81.218,0.486143187066975,0.513856812933025,0,0,0.495684695051784,0.503164556962025,0,0.000863060989643268,0.000287686996547756,61.4166666666667,33.9116381845013,17.2297297297297,25,15.5605341902918,9.27062706270627,53,-10.1125,21.25,-0.204999999999998,-4.7725,-17.5,0,0.146363548893066,0,67,2,2,2
"GRE","August",6,8,0,22,5,16,"Greenway Community Garden",776,35,39.75074088,-104.8969895,2008,144,41,68.6,342481,785000,66,527,7.58695652173913,57.0289855072464,7.9816091954023,8.83635317802704,49.0344827586207,2.0575,0.65,0,0,0,179.891,0.539080459770115,0.460919540229885,0,0,0.494966925510498,0.505033074489502,0,0,0,137.913580246914,62.400309814094,25.7142857142857,57,42.1866426716896,31.2520325203252,124,2.26083333333332,-1.83333333333334,3.2525,0.112499999999997,2.91666666666669,0.0833333333333334,-0.0726471118163344,0,57,5,3.14416472239688,2.6304347826087
"GRE","July",4,98,1,30,17,6,"Greenway Community Garden",776,35,39.75074088,-104.8969895,2008,144,41,68.6,342481,785000,66,527,7.58695652173913,57.0289855072464,7.9816091954023,8.83635317802704,49.0344827586207,2.0575,0.65,0,0,0,179.891,0.539080459770115,0.460919540229885,0,0,0.494966925510498,0.505033074489502,0,0,0,137.913580246914,62.400309814094,25.7142857142857,57,42.1866426716896,31.2520325203252,124,2.26083333333332,-1.83333333333334,3.2525,0.112499999999997,2.91666666666669,0.0833333333333334,-0.0726471118163344,0,156,8,4.85073646274377,3.6
"GRE","June",14,15,1,3,14,13,"Greenway Community Garden",776,35,39.75074088,-104.8969895,2008,144,41,68.6,342481,785000,66,527,7.58695652173913,57.0289855072464,7.9816091954023,8.83635317802704,49.0344827586207,2.0575,0.65,0,0,0,179.891,0.539080459770115,0.460919540229885,0,0,0.494966925510498,0.505033074489502,0,0,0,137.913580246914,62.400309814094,25.7142857142857,57,42.1866426716896,31.2520325203252,124,2.26083333333332,-1.83333333333334,3.2525,0.112499999999997,2.91666666666669,0.0833333333333334,-0.0726471118163344,0,60,1,1,1
"GW","August",9,10,11,6,11,9,"GW School and Community Garden",474,13,39.70479323,-104.9149051,2016,157,82,64.5,564915,695000,17,133,3.46428571428571,53.0357142857143,7.11967779056387,9.61702127659574,52.3452243958573,0,37.44,0,1,12.2075,123.114,0.567318757192175,0.432681242807825,0,0,0.502300172512938,0.497699827487062,0,0,0,81.6194029850746,61.3279311434442,38.1206896551725,49,38.5708711382307,29.6877828054298,81,75.29,65.6666666666667,5.82666666666667,4.35999999999999,61.6666666666667,0.666666666666667,0.902966740119312,2,56,3,2.74945927399721,2.57142857142857
"GW","July",2,25,0,22,8,4,"GW School and Community Garden",474,13,39.70479323,-104.9149051,2016,157,82,64.5,564915,695000,17,133,3.46428571428571,53.0357142857143,7.11967779056387,9.61702127659574,52.3452243958573,0,37.44,0,1,12.2075,123.114,0.567318757192175,0.432681242807825,0,0,0.502300172512938,0.497699827487062,0,0,0,81.6194029850746,61.3279311434442,38.1206896551725,49,38.5708711382307,29.6877828054298,81,75.29,65.6666666666667,5.82666666666667,4.35999999999999,61.6666666666667,0.666666666666667,0.902966740119312,2,61,7,5.43719347424994,4.48148148148148
"GW","June",11,14,10,4,8,9,"GW School and Community Garden",474,13,39.70479323,-104.9149051,2016,157,82,64.5,564915,695000,17,133,3.46428571428571,53.0357142857143,7.11967779056387,9.61702127659574,52.3452243958573,0,37.44,0,1,12.2075,123.114,0.567318757192175,0.432681242807825,0,0,0.502300172512938,0.497699827487062,0,0,0,81.6194029850746,61.3279311434442,38.1206896551725,49,38.5708711382307,29.6877828054298,81,75.29,65.6666666666667,5.82666666666667,4.35999999999999,61.6666666666667,0.666666666666667,0.902966740119312,2,56,4,4,4
"JEF","August",5,13,1,18,4,5,"Jefferson Green Community Garden",1104,28,39.65720004,-105.0984888,2019,66,41,65.5,153239,407595,56,466,13.8978102189781,45.5109489051095,12.2667436489607,10.0506474820144,47.1916859122402,0,175.9325,0,3,5.39,226.324,0.441108545034642,0.558891454965358,0,0,0.356258992805755,0.50589928057554,0.000863309352517986,0.0989928057553957,0.0379856115107914,172.531914893617,99.4379747817817,58.4023668639054,92,62.0891194896476,42.0823970037453,212,NA,NA,NA,NA,NA,NA,NA,0,46,5,3.05544700120263,2.31428571428571
"JEF","July",3,74,13,23,21,17,"Jefferson Green Community Garden",1104,28,39.65720004,-105.0984888,2019,66,41,65.5,153239,407595,56,466,13.8978102189781,45.5109489051095,12.2667436489607,10.0506474820144,47.1916859122402,0,175.9325,0,3,5.39,226.324,0.441108545034642,0.558891454965358,0,0,0.356258992805755,0.50589928057554,0.000863309352517986,0.0989928057553957,0.0379856115107914,172.531914893617,99.4379747817817,58.4023668639054,92,62.0891194896476,42.0823970037453,212,NA,NA,NA,NA,NA,NA,NA,0,151,7,4.28289530797506,3.05780346820809
"JEF","June",1,6,4,2,6,18,"Jefferson Green Community Garden",1104,28,39.65720004,-105.0984888,2019,66,41,65.5,153239,407595,56,466,13.8978102189781,45.5109489051095,12.2667436489607,10.0506474820144,47.1916859122402,0,175.9325,0,3,5.39,226.324,0.441108545034642,0.558891454965358,0,0,0.356258992805755,0.50589928057554,0.000863309352517986,0.0989928057553957,0.0379856115107914,172.531914893617,99.4379747817817,58.4023668639054,92,62.0891194896476,42.0823970037453,212,NA,NA,NA,NA,NA,NA,NA,0,37,1,1,1
"KCA","August",6,15,4,12,7,1,"KCAA Community Studio Garden",332,18,39.67568994,-105.038795,2015,106,75,83.9,328750,589713,11,127,12.15,46.25,14.032183908046,14.710632183908,41.2873563218391,2.11,80.945,0,0,4.395,52.937,0.252873563218391,0.716091954022989,0.00229885057471264,0.028735632183908,0.23735632183908,0.736206896551724,0.0241379310344828,0.00229885057471264,0,122.333333333333,101.104036072715,70,50,42.534023024532,35.3720930232558,78,4.80666666666667,21.5833333333333,-3.44166666666666,2.86916666666666,23.3333333333333,-0.333333333333333,0.262343873302878,1,45,4,2.81106117444154,2.2
"KCA","July",5,16,11,12,8,9,"KCAA Community Studio Garden",332,18,39.67568994,-105.038795,2015,106,75,83.9,328750,589713,11,127,12.15,46.25,14.032183908046,14.710632183908,41.2873563218391,2.11,80.945,0,0,4.395,52.937,0.252873563218391,0.716091954022989,0.00229885057471264,0.028735632183908,0.23735632183908,0.736206896551724,0.0241379310344828,0.00229885057471264,0,122.333333333333,101.104036072715,70,50,42.534023024532,35.3720930232558,78,4.80666666666667,21.5833333333333,-3.44166666666666,2.86916666666666,23.3333333333333,-0.333333333333333,0.262343873302878,1,61,6,5.11732032057026,4.5
"KCA","June",0,14,2,6,6,10,"KCAA Community Studio Garden",332,18,39.67568994,-105.038795,2015,106,75,83.9,328750,589713,11,127,12.15,46.25,14.032183908046,14.710632183908,41.2873563218391,2.11,80.945,0,0,4.395,52.937,0.252873563218391,0.716091954022989,0.00229885057471264,0.028735632183908,0.23735632183908,0.736206896551724,0.0241379310344828,0.00229885057471264,0,122.333333333333,101.104036072715,70,50,42.534023024532,35.3720930232558,78,4.80666666666667,21.5833333333333,-3.44166666666666,2.86916666666666,23.3333333333333,-0.333333333333333,0.262343873302878,1,38,4,3.789291416276,3.57142857142857
"MAR","August",1,1,6,0,2,1,"Market Station Community Garden",489,33,39.75069957,-104.9979256,2017,105,109,55.9,101171,1080135,560,2466,0.294964028776978,85.158273381295,0.570114942528736,1.20735209649627,82.1057471264368,0,5.75,0,0,0,34.947,1,0,0,0,0.95807007466973,0.04192992533027,0,0,0,193.054942528736,135.850560656813,93.8284518828452,34,26.3275214981617,20.6868686868687,64,-1.95316666666668,-0.166666666666657,12.7016666666667,-4.39166666666666,0,0.166666666666667,0.123743425395191,-3,11,NA,NA,NA
"MAR","July",0,9,1,1,3,3,"Market Station Community Garden",489,33,39.75069957,-104.9979256,2017,105,109,55.9,101171,1080135,560,2466,0.294964028776978,85.158273381295,0.570114942528736,1.20735209649627,82.1057471264368,0,5.75,0,0,0,34.947,1,0,0,0,0.95807007466973,0.04192992533027,0,0,0,193.054942528736,135.850560656813,93.8284518828452,34,26.3275214981617,20.6868686868687,64,-1.95316666666668,-0.166666666666657,12.7016666666667,-4.39166666666666,0,0.166666666666667,0.123743425395191,-3,17,1,1,1
"MAR","June",0,6,0,2,1,2,"Market Station Community Garden",489,33,39.75069957,-104.9979256,2017,105,109,55.9,101171,1080135,560,2466,0.294964028776978,85.158273381295,0.570114942528736,1.20735209649627,82.1057471264368,0,5.75,0,0,0,34.947,1,0,0,0,0.95807007466973,0.04192992533027,0,0,0,193.054942528736,135.850560656813,93.8284518828452,34,26.3275214981617,20.6868686868687,64,-1.95316666666668,-0.166666666666657,12.7016666666667,-4.39166666666666,0,0.166666666666667,0.123743425395191,-3,11,2,2,2
"PAL","August",5,3,3,78,13,11,"Palmer School Community Garden",649,20,39.73170041,-104.9249383,2001,138,28,46,372190,877747,28,380,14.6214285714286,43.3071428571429,14.2218390804598,14.6776883266245,45.035632183908,0,129.1329,0,0,0,131.517,0.280459770114943,0.719540229885058,0,0,0.275733179988499,0.724266820011501,0,0,0,87.32,62.2553442458632,27.4999999999999,39,30.5444568653944,24.1428571428571,78,-1.42999999999998,-72.3333333333333,-21.26,2.09833333333334,5,-0.666666666666667,-0.495790790667848,-1,113,9,3.21855467486785,2.41704035874439
"PAL","July",7,31,2,108,16,19,"Palmer School Community Garden",649,20,39.73170041,-104.9249383,2001,138,28,46,372190,877747,28,380,14.6214285714286,43.3071428571429,14.2218390804598,14.6776883266245,45.035632183908,0,129.1329,0,0,0,131.517,0.280459770114943,0.719540229885058,0,0,0.275733179988499,0.724266820011501,0,0,0,87.32,62.2553442458632,27.4999999999999,39,30.5444568653944,24.1428571428571,78,-1.42999999999998,-72.3333333333333,-21.26,2.09833333333334,5,-0.666666666666667,-0.495790790667848,-1,183,15,6.39088043796375,4.65384615384615
"PAL","June",13,5,8,8,6,18,"Palmer School Community Garden",649,20,39.73170041,-104.9249383,2001,138,28,46,372190,877747,28,380,14.6214285714286,43.3071428571429,14.2218390804598,14.6776883266245,45.035632183908,0,129.1329,0,0,0,131.517,0.280459770114943,0.719540229885058,0,0,0.275733179988499,0.724266820011501,0,0,0,87.32,62.2553442458632,27.4999999999999,39,30.5444568653944,24.1428571428571,78,-1.42999999999998,-72.3333333333333,-21.26,2.09833333333334,5,-0.666666666666667,-0.495790790667848,-1,58,4,3.58598882705695,3.26666666666667
"PAR","August",9,14,9,47,10,77,"Park Hill School Garden",738,16,39.74455504,-104.9288718,1995,243,17,42.2,1016686,1075368,13,186,22.0575539568345,37.7553956834532,17.7249712313003,15.9432276657061,39.8285385500575,1.3,17.4225,4.8,0,11.47,225.194,0.177215189873418,0.822784810126582,0,0,0.176657060518732,0.823342939481268,0,0,0,105.38125,74.7356686778644,31.3333333333333,98,68.5977849272838,44.7378640776698,192,-1.93371428571427,18.9428571428571,13.8594285714286,-6.86771428571429,-1.14285714285714,0.171428571428571,0.136220732933355,2,166,6,2.5725874295242,1.8768054375531
"PAR","July",1,284,11,55,33,16,"Park Hill School Garden",738,16,39.74455504,-104.9288718,1995,243,17,42.2,1016686,1075368,13,186,22.0575539568345,37.7553956834532,17.7249712313003,15.9432276657061,39.8285385500575,1.3,17.4225,4.8,0,11.47,225.194,0.177215189873418,0.822784810126582,0,0,0.176657060518732,0.823342939481268,0,0,0,105.38125,74.7356686778644,31.3333333333333,98,68.5977849272838,44.7378640776698,192,-1.93371428571427,18.9428571428571,13.8594285714286,-6.86771428571429,-1.14285714285714,0.171428571428571,0.136220732933355,2,400,10,4.47470559396147,3.04632426988923
"PAR","June",4,15,11,3,6,13,"Park Hill School Garden",738,16,39.74455504,-104.9288718,1995,243,17,42.2,1016686,1075368,13,186,22.0575539568345,37.7553956834532,17.7249712313003,15.9432276657061,39.8285385500575,1.3,17.4225,4.8,0,11.47,225.194,0.177215189873418,0.822784810126582,0,0,0.176657060518732,0.823342939481268,0,0,0,105.38125,74.7356686778644,31.3333333333333,98,68.5977849272838,44.7378640776698,192,-1.93371428571427,18.9428571428571,13.8594285714286,-6.86771428571429,-1.14285714285714,0.171428571428571,0.136220732933355,2,52,3,3,3
"RUB","August",29,17,3,70,20,25,"Ruby Hill Park Community Garden",858,56,39.68543288,-105.0059947,2012,62,108,85.5,166829,536585,17,123,6.84057971014493,26.9710144927536,10.2232451093211,8.28887611382581,33.7318757192175,0.765,40.67,2.38,0,0,231.329,0.197928653624856,0.802071346375144,0,0,0.368209255533199,0.629491233112964,0.00229951135383731,0,0,114.75,86.7513652962033,57.0967741935483,79,52.8456462087093,32.0283748925194,193,8.58750000000001,31,14.045,0.755000000000003,12.5,0.25,0.1672846744492,3,164,12,4.04403112702281,2.62593783494105
"RUB","July",8,350,9,72,77,15,"Ruby Hill Park Community Garden",858,56,39.68543288,-105.0059947,2012,62,108,85.5,166829,536585,17,123,6.84057971014493,26.9710144927536,10.2232451093211,8.28887611382581,33.7318757192175,0.765,40.67,2.38,0,0,231.329,0.197928653624856,0.802071346375144,0,0,0.368209255533199,0.629491233112964,0.00229951135383731,0,0,114.75,86.7513652962033,57.0967741935483,79,52.8456462087093,32.0283748925194,193,8.58750000000001,31,14.045,0.755000000000003,12.5,0.25,0.1672846744492,3,531,12,6.98077971003787,5.26061204343534
"RUB","June",12,37,7,4,15,12,"Ruby Hill Park Community Garden",858,56,39.68543288,-105.0059947,2012,62,108,85.5,166829,536585,17,123,6.84057971014493,26.9710144927536,10.2232451093211,8.28887611382581,33.7318757192175,0.765,40.67,2.38,0,0,231.329,0.197928653624856,0.802071346375144,0,0,0.368209255533199,0.629491233112964,0.00229951135383731,0,0,114.75,86.7513652962033,57.0967741935483,79,52.8456462087093,32.0283748925194,193,8.58750000000001,31,14.045,0.755000000000003,12.5,0.25,0.1672846744492,3,87,3,3,3
"SAB","August",6,1,18,16,13,10,"Sabin School Garden",887,27,39.6597862,-105.0462203,2017,135,21,82.3,610527,568824,28,92,11.3021582733813,43.589928057554,14.7436781609195,14.7429557216791,45.3264367816092,0,488.9025,0,0,0,93.095,0.335632183908046,0.664367816091954,0,0,0.360839562967223,0.609545715928695,0.000575043128234618,0.0221391604370328,0.00690051753881541,164.766964285714,99.5485301379031,60.7024952015355,54,43.7241676552235,35.3020408163266,93,-7.52824999999999,13.75,-0.499999999999986,1.065,0,0.25,0.0612890111138728,0,64,6,3.47929484166557,2.37037037037037
